,symbol,id,quote
112,ANKR,3783,0.06383771716302077
113,VLX,4747,0.2229310889036046
114,BTG,2083,28.26873460145912
115,RLY,8075,0.1920955374069592
116,KAVA,4846,3.0544863315191777
117,GLMR,6836,2.560712784188767
118,CHSB,2499,0.46711204873405837
119,ZIL,2469,0.03732913354807891
120,LPT,3640,21.64604260833853
121,ICX,2099,0.5986837835287595
122,NFT,9816,1.5739485462217145e-06
123,GLM,1455,0.4355444821760694
124,ONT,2566,0.4937979338688733
125,VGX,1817,1.5218595700941266
126,KNC,9444,2.3769563547507015
127,WOO,7501,0.4416061657167825
128,AUDIO,7455,0.6847218738148646
129,FEI,8642,0.9888963582575334
130,SC,1042,0.008254933902877334
131,KEEP,5566,0.6296556513480173
132,REV,2135,0.004758312993115123
133,SNX,2586,3.4917813246909573
134,ZEN,1698,32.62556252112823
135,ZRX,1896,0.46680954831219124
136,ELON,9436,7.083442103950002e-07
137,IOST,2405,0.021551969061960385
138,SUSHI,6758,2.862744730724563
139,SKL,5691,0.10962554683221906
140,POLY,2496,0.3827847641337862
141,REN,2539,0.3403700360047365
142,STORJ,1772,0.8775264545479812
143,HIVE,5370,0.8323035912047602
144,BTRST,11584,3.7581260529717193
145,UOS,4189,1.1556077476546887
146,JST,5488,0.04461556161638581
147,CKB,4948,0.01083546963060028
148,FXS,6953,19.98199699716559
149,NU,4761,0.45679298980496535
150,SYS,541,0.5045013979576577
151,ILV,8719,494.4432062431725
152,DYDX,11156,4.7358420651726325
153,SPELL,11289,0.003697590545947554
154,FLUX,3029,1.339697444535064
155,TEL,2394,0.005138692600624087
156,PERP,6950,3.861019756725595
157,ENS,13855,13.597619353917306
158,XDB,4566,0.31066773863199293
159,DGB,109,0.01775233039318522
160,CSPR,5899,0.06435266838967355
161,LSK,1214,2.0349203817952297
162,IMX,10603,1.11326289234425
163,WIN,4206,0.0002702112698456472
164,PEOPLE,14806,0.05091884387061932
165,GUSD,3306,0.9975365540420675
166,XPRT,7281,3.1241789378178613
167,INJ,7226,5.2356159616093025
168,OCEAN,3911,0.41202451515038097
169,TRIBE,9025,0.5537761480448542
170,SUPER,8290,0.616223164000225
171,XCH,9258,72.71759200283549
172,PLA,7461,0.7922682298429585
173,SRM,6187,1.7896887463297975
174,POWR,2132,0.48522455312085316
175,CELR,3814,0.035900664274680784
176,TWT,5964,0.6699705195906976
177,WRX,5161,0.6025955775603594
178,FET,3773,0.30834951042093317
179,C98,10903,1.2023276386920383
180,YGG,10688,2.557977763572768
181,DENT,1886,0.0022149957022273782
182,XYO,2765,0.017050014393520503
183,XNO,1567,1.6411269210019659
184,RAY,8526,2.4294296792550703
185,PYR,9308,8.988634133043812
186,CEEK,2856,0.2874530913128745
187,MXC,3628,0.07891812565222145
188,COTI,3992,0.1926539897623237
189,MED,2303,0.03745776970034936
190,CHR,3978,0.35412748255876303
191,API3,7737,5.433459736980595
192,FX,3884,0.47802214044050917
193,REQ,2071,0.19458785224843198
194,ONG,3217,0.7081850363343367
195,BTCST,8891,16.877329569862898
196,ALICE,8766,6.274567012239388
197,ORBS,3835,0.06523002860824685
198,SNT,1759,0.053235861072796924
199,PUNDIX,9040,0.7105481454702482
200,HEX,5015,0.11494838704516096
